asin,product_name,seller_name,brand,sales_price,discount_percentage,weight_grams,rating,delivery_type,meta_keywords,amazon_prime__y_or_n,rank,z-score
B07RGDWRP3,"Varenyam™ USB Cable/Earphone Protector Spiral Cord Protection Wire for iPhone/Android with Case, Clip, Pouch, Sticker, Winder Combo (9 Pieces Set, Pink Cat)",L&K,Varenyam,5.17,57,113.0,4.2,fulfilled_by_amazon,"Varenyam™ USB Cable/Earphone Protector Spiral Cord Protection Wire for iPhone/Android with Case, Clip, Pouch, Sticker, Winder Combo (9 Pieces Set, Pink Cat),Varenyam",Y,26018,-0.2872131097513191
B0768WLL95,Go Crazzy Hard Shell Cover and Silicone Keyboard Cover for Macbook Pro 15 inch (Black),Gocrazzy,Go Crazzy,10.79,55,1260.0,4.0,fulfilled_by_amazon,"Go Crazzy Hard Shell Cover and Silicone Keyboard Cover for Macbook Pro 15 inch (Black),Go Crazzy,MacBook Pro 15 Case 2017 & 2016 A1707,",Y,304803,0.06838056945541933
B01CUUOKJY,Heartly Flip Kick Stand Spider Hard Dual Rugged Armor Hybrid Bumper Back Case Cover for Xiaomi Redmi Note 3 - Great Green,Ruh International,Heartly,3.59,77,49.9,4.5,fulfilled_by_amazon,"Heartly Flip Kick Stand Spider Hard Dual Rugged Armor Hybrid Bumper Back Case Cover for Xiaomi Redmi Note 3 - Great Green,Heartly",Y,303946,-0.3871842864678043
B074RK3QLY,MADANYU RedMi 4 Cover - Expert Advice That?s My Attitude Quote Designer Printed Slim Back Case Cover for RedMi 4 (for Boys),BLUE ELEPHANT VENTURES,MADANYU,4.79,56,99.8,4.6,fulfilled_by_amazon,"MADANYU RedMi 4 Cover - Expert Advice That?s My Attitude Quote Designer Printed Slim Back Case Cover for RedMi 4 (for Boys),BLUE ELEPHANT VENTURES",Y,1043448,-0.31125681048060033
B0187GHUF6,Lapguard 6 Cell Laptop Battery for Lenovo G560 Black (LGBTLG560BLK06),omcomputronix,Lapguard,24.32,49,349.0,3.7,fulfilled_by_merchant,"Lapguard 6 Cell Laptop Battery for Lenovo G560 Black (LGBTLG560BLK06),Lapguard,LGBTLG560BLK06_1015_28",N,1361022,0.9244628612111438
B06ZY42BVQ,Xelcoy® 3 in 1 (Top + Bottom + Back) Shockproof Dual Layer Electroplated Case Cover for Samsung Galaxy S6 Edge - Gold Golden,Phoenix infotech,XelcoY,5.15,57,49.9,3.0,fulfilled_by_amazon,"Xelcoy® 3 in 1 (Top + Bottom + Back) Shockproof Dual Layer Electroplated Case Cover for Samsung Galaxy S6 Edge - Gold Golden,PhoenixInfotech,3in1iS6EdgeGolden",Y,434413,-0.28847856768443914
B01M2ZW09Z,Casotec Wooden Texture Design 3D Printed Hard Back Case Cover for Xiaomi Redmi Note 4,Gizmeup,Casotec,1.79,85,31.8,4.5,fulfilled_by_amazon,"Casotec Wooden Texture Design 3D Printed Hard Back Case Cover for Xiaomi Redmi Note 4,Casotec,8246-11037",Y,104264,-0.5010755004486102
B07MYV115L,Jkobi 360 Protection Designed Soft Rubberised Back Case Cover For Vivo Y71 -Black,Stylabs,Jkobi,1.68,82,49.9,5.0,fulfilled_by_amazon,"Jkobi 360 Protection Designed Soft Rubberised Back Case Cover For Vivo Y71 -Black,Jkobi,Vivo Y71",Y,294934,-0.5080355190807706
B07TSSZCT4,ANVIKA Soft Cute Makeup Mirror Hello Kitty Special Girl's Printed Back Case Cover for Redmi Y1,ANVIKA FASHION,ANVIKA,3.42,59,249.0,3.3,fulfilled_by_merchant,"ANVIKA Soft Cute Makeup Mirror Hello Kitty Special Girl's Printed Back Case Cover for Redmi Y1,ANVIKA",Y,36177,-0.39794067889932483
B07N1VN8SG,Coverito TPU for Samsung S9 Transparent Back Cover,Express Shopping Hub,Coverito,0.9,92,31.8,5.0,fulfilled_by_merchant,"Coverito TPU for Samsung S9 Transparent Back Cover,ESH,Samsung S9 Cover",N,324944,-0.557388378472453
B07JZZGYSX,Designer Hub Oneplus 6T Flip Flap Cover Case with Stand/Wallet/Card Holder -Coffee,:Designer Hub:,Designer Hub,3.48,71,118.0,3.7,fulfilled_by_amazon,"Designer Hub Oneplus 6T Flip Flap Cover Case with Stand/Wallet/Card Holder -Coffee,Designer Hub,ONE6T-Coffee",Y,279105,-0.3941443050999646
B079D96Q44,Mobi Case (TM) Vintage Leather Wallet Stand Card Holder Flip Inner Tpu Back Cover For Motorola Moto X4 (BLACK),MOBI CASE,Mobi Case,4.79,60,81.6,5.0,fulfilled_by_merchant,"Mobi Case (TM) Vintage Leather Wallet Stand Card Holder Flip Inner Tpu Back Cover For Motorola Moto X4 (BLACK),Mobi Case",Y,321309,-0.31125681048060033
B07FCRSGGT,YuBingo Soft Silicone Back Case for Samsung Galaxy On7 and On 7 Pro | Best Mom in The World | Designer UV Printed Mobile Cover | Shockproof | 360 Coverage | Slim | Light,YuBingo,YuBingo,3.32,54,99.8,5.0,fulfilled_by_amazon,"YuBingo Soft Silicone Back Case for Samsung Galaxy On7 and On 7 Pro | Best Mom in The World | Designer UV Printed Mobile Cover | Shockproof | 360 Coverage | Slim | Light,YuBingo,YB-UV-G0357-GalaxyOn7",Y,897895,-0.40426796856492514
B07DPK46QQ,Back Case for G5s Plus – WOW Imagine 3 in 1 Double Dip Case [ Anti Slip ] Super Slim [Hard] Hybrid PC All Angle Protection Lightweight Matte Hard Back Case Cover for Moto G5s Plus - Rose Gold,ImagineDesign,WOW Imagine,5.39,55,59.0,3.1,fulfilled_by_amazon,"Back Case for G5s Plus – WOW Imagine 3 in 1 Double Dip Case [ Anti Slip ] Super Slim [Hard] Hybrid PC All Angle Protection Lightweight Matte Hard Back Case Cover for Moto G5s Plus - Rose Gold,ImagineDesign,SWGKK-MG5SP-WRGLD",Y,478350,-0.27329307248699836
B081SV5VLR,ClickCase™ for vivo Y19 Vintage Series Leather Wallet Flip Case Kick Stand with Magnetic Closure Flip Cover for vivo Y19 (Executive Brown),ClickCase­­,ClickCase,4.68,67,90.7,4.5,fulfilled_by_merchant,"ClickCase™ for vivo Y19 Vintage Series Leather Wallet Flip Case Kick Stand with Magnetic Closure Flip Cover for vivo Y19 (Executive Brown),ClickCaseTM,vivo Y19",Y,320129,-0.3182168291127607
B07TYZM1VV,"ZATX Marvel Avengers Iron Man 360 Degree Full Protection Silicon Back Cover for Samsung M30 (Samsung M30, Black)",INDIAPRO,ZATX,2.99,75,40.8,4.4,fulfilled_by_merchant,"ZATX Marvel Avengers Iron Man 360 Degree Full Protection Silicon Back Cover for Samsung M30 (Samsung M30, Black),z,marvel",Y,64032,-0.4251480244614062
B0185W26F6,Lapguard 6 Cell Laptop Battery for HP Compaq 6710s Dark Blue (LGBTHP6510BBLK06),omcomputronix,Lapguard,22.12,54,318.0,4.0,fulfilled_by_merchant,"Lapguard 6 Cell Laptop Battery for HP Compaq 6710s Dark Blue (LGBTHP6510BBLK06),Lapguard,LGBTHP6510BBLK06_1015_30",N,1466142,0.7852624885679367
B07SKN4YR3,Designerz Hub Luxurious Toughened Glass Back Case with Shockproof TPU Bumper Back Case Cover Designed for Samsung Galaxy M40 (Black),Appario Retail Private Ltd,Designerz hub,3.59,75,40.8,4.0,fulfilled_by_amazon,"Designerz Hub Luxurious Toughened Glass Back Case with Shockproof TPU Bumper Back Case Cover Designed for Samsung Galaxy M40 (Black),Designerz Hub,Samsung Galaxy M40-01",Y,96907,-0.3871842864678043
B07V2NJMYV,nKarta Mirror Clear View Luxurious Covers and Cases Flip Cover for Samsung Galaxy A20 - Blue,Nkarta,Nkarta,4.68,70,99.8,3.1,fulfilled_by_amazon,"nKarta Mirror Clear View Luxurious Covers and Cases Flip Cover for Samsung Galaxy A20 - Blue,Nkarta,Samsung Galaxy A20",Y,325894,-0.3182168291127607
B07Y78NBVP,Frazil Vintage Leather Flip Cover Case for Vivo V15 | Inner TPU | Foldable Stand | Wallet Card Slots - Pitch Black,A2ZAccessories,Frazil,3.59,80,99.8,3.7,fulfilled_by_merchant,"Frazil Vintage Leather Flip Cover Case for Vivo V15 | Inner TPU | Foldable Stand | Wallet Card Slots - Pitch Black,Frazil,F_VivoV15_Black[Vintage]",Y,202020,-0.3871842864678043
B07H6D4MJV,Urban Armor Gear UAG Pathfinder Rugged Protection Case / Cover Designed for iPhone Xs Max (Military Drop Tested) - Slate,Tekki-Take,Urban Armor Gear,17.99,55,68.0,4.5,fulfilled_by_amazon,"Urban Armor Gear UAG Pathfinder Rugged Protection Case / Cover Designed for iPhone Xs Max (Military Drop Tested) - Slate,Urban Armor Gear,111107115454",Y,220758,0.523945425378643
B07C745Z14,"Back Cover Back Case [Camouflage Series] Anti Shock Back Cover [ HIGH Drop Tested] for Samsung Galaxy S8 S9 S8 Plus S9 Plus (Galaxy S9 Plus, Blue)",Techstudio2014,Techstudio,7.5,48,99.8,4.0,fulfilled_by_amazon,"Back Cover Back Case [Camouflage Series] Anti Shock Back Cover [ HIGH Drop Tested] for Samsung Galaxy S8 S9 S8 Plus S9 Plus (Galaxy S9 Plus, Blue),TechstudioTM",Y,22593,-0.13978726054283142
B07VN6PXNS,"Oaky Case for iPad Air 3 2019 10.5 inch with Pencil Holder Deer Pattern Notebook Style Case Cover Light Weight Smart Shell Cover with Auto Sleep/Wake,Protective for Air 3rd Generation 2019 - Wine",OAKY,Oaky,11.99,67,150.0,4.3,fulfilled_by_amazon,"Oaky Case for iPad Air 3 2019 10.5 inch with Pencil Holder Deer Pattern Notebook Style Case Cover Light Weight Smart Shell Cover with Auto Sleep/Wake,Protective for Air 3rd Generation 2019 - Wine,Oaky",Y,11152,0.14430804544262332
B01LYI4IJU,Sun Mobisys Samsung Galaxy A7 | A700 Flip Cover; Contemporary Faux Leather For Allround Protection Phone Case Rich Maroon,Sun Mobisys,Sun Mobisys,2.95,73,18.1,5.0,fulfilled_by_merchant,"Sun Mobisys Samsung Galaxy A7 | A700 Flip Cover; Contemporary Faux Leather For Allround Protection Phone Case Rich Maroon,Sun Mobisys,SAM-A7-CLASSIC-FP-MAROON",N,405191,-0.42767894032764636
B07ZBLY9BG,"SHINESTAR PU Leather Flip Wallet Case with TPU Shockproof Cover for Xiaomi Redmi Note 8 Pro (Classic Brown, Xiaomi Redmi Note 8 Pro)",SHINESTAR,SHINESTAR,3.59,70,299.0,3.5,fulfilled_by_merchant,"SHINESTAR PU Leather Flip Wallet Case with TPU Shockproof Cover for Xiaomi Redmi Note 8 Pro (Classic Brown, Xiaomi Redmi Note 8 Pro),Manufacturer",Y,23790,-0.3871842864678043
B07GB6XTNF,"Samsung Galaxy Note 9 Case, i-Blason [Cosmo] Full-Body Bling Glitter Sparkle Clear Bumper Case with Built-in Screen Protector for Galaxy Note 9 (Pink)",Expo Associates,i-Blason,33.19,31,59.0,4.0,fulfilled_by_merchant,"Samsung Galaxy Note 9 Case, i-Blason [Cosmo] Full-Body Bling Glitter Sparkle Clear Bumper Case with Built-in Screen Protector for Galaxy Note 9 (Pink),i-Blason,Galaxy-Note9-Cosmo-SP-Pink",N,241654,1.485693454549893
B07ZFVHFN8,REALCASE Apple iPhone 11 Back Cover Case Heavy Duty Dual Layer Hybrid Shockproof Armor Defender with Ring Holder Kickstand for iPhone 11 (6.1) (R Black),REALCASE® OFFICIAL STORE,REALCASE,4.79,73,18.1,3.9,fulfilled_by_amazon,"REALCASE Apple iPhone 11 Back Cover Case Heavy Duty Dual Layer Hybrid Shockproof Armor Defender with Ring Holder Kickstand for iPhone 11 (6.1) (R Black),REALCASE,RC-11DEF BLK",Y,212978,-0.31125681048060033
B07TZNJ1YK,"ZATX Marvel Avengers Iron Man 360 Degree Full Protection Silicon Back Cover for Samsung A50 (Samsung A50, Black)",INDIAPRO,ZATX,2.99,75,40.8,4.4,fulfilled_by_merchant,"ZATX Marvel Avengers Iron Man 360 Degree Full Protection Silicon Back Cover for Samsung A50 (Samsung A50, Black),z,marvel",Y,26543,-0.4251480244614062
B07YP8MKN1,Mobistyle Samsung M30s Cover - Slim Layered TPU Bumper Magnetic Closure Full Body Protection Flip Folio PU Leather Back Cover for Samsung Galaxy M30s (Blue),MOBISTYLE INDIA,mobistyle,3.59,70,4.54,4.2,fulfilled_by_amazon,"Mobistyle Samsung M30s Cover - Slim Layered TPU Bumper Magnetic Closure Full Body Protection Flip Folio PU Leather Back Cover for Samsung Galaxy M30s (Blue),Mobistyle",Y,245883,-0.3871842864678043
B07X1YJ8HB,"REALCASE Galaxy Note 10 Plus Back Cover, Scratch Resistant Protective Crystal Clear Transparent Bumper Case for Samsung Galaxy Note 10 Plus/Note 10 Pro",REALCASE® OFFICIAL STORE,REALCASE,1.79,70,9.07,5.0,fulfilled_by_amazon,"REALCASE Galaxy Note 10 Plus Back Cover, Scratch Resistant Protective Crystal Clear Transparent Bumper Case for Samsung Galaxy Note 10 Plus/Note 10 Pro,REALCASE,RCSN10PCFC",Y,11713,-0.5010755004486102
B07QHD2R7X,Humor Gang Funny Abstract Paint Typo Art Printed Design TPU Slim Soft Transparent Clear Flexible Silicon Mobile Back Cover for Xiaomi Redmi Y1 - Xiaomi Redmi Note 5A,Humor Gang,Humor Gang,2.63,78,68.0,4.5,fulfilled_by_amazon,"Humor Gang Funny Abstract Paint Typo Art Printed Design TPU Slim Soft Transparent Clear Flexible Silicon Mobile Back Cover for Xiaomi Redmi Y1 - Xiaomi Redmi Note 5A,Humor Gang,BA-5042-206-xiaomi-redmi-y1",Y,127689,-0.4479262672575674
B07J1CG66X,Arbuda Fancy Printed Designer Leather Flip Wallet Back Cover Case for Samsung Galaxy Tab J Max,SHARP ZONE,ARBUDA,7.79,57,200.0,4.6,fulfilled_by_amazon,"Arbuda Fancy Printed Designer Leather Flip Wallet Back Cover Case for Samsung Galaxy Tab J Max,Arbuda,Samsung Galaxy Tab J Max",Y,1099774,-0.12143812051259047
B06XF5GDKM,theStyleO Quality Printed Back Cover for Oppo F1 [Pink Rose Black Dots],RG RETAIL,theStyleO,3.58,67,49.9,5.0,fulfilled_by_merchant,"theStyleO Quality Printed Back Cover for Oppo F1 [Pink Rose Black Dots],MR Retail,MR819713",Y,900832,-0.3878170154343643
B07VJ6M4RB,Red Tree Magnetic Flip Cover for Motorola One Vision - Black (Inside TPU Back Cover),DG MING,RED TREE,13.19,56,99.8,3.8,fulfilled_by_merchant,"Red Tree Magnetic Flip Cover for Motorola One Vision - Black (Inside TPU Back Cover),Red Tree,Flip Cover rt129",N,1748278,0.22023552142982722
B07FMRB6D9,Case-Mate - iPhone Xs Case - Tough - iPhone 5.8 - Purple Neon & Turquoise,Stuffcool,Case-Mate,10.79,47,77.1,2.1,fulfilled_by_amazon,"Case-Mate - iPhone Xs Case - Tough - iPhone 5.8 - Purple Neon & Turquoise,Case-Mate,CM038162",Y,93627,0.06838056945541933
B07F9YP56C,Pikkme Flower Printed Mobile Back Cover Case for Moto G5s Plus,Pikkme,Pikkme,3.59,40,18.1,4.4,fulfilled_by_merchant,"Pikkme Flower Printed Mobile Back Cover Case for Moto G5s Plus,Pikkme,Moto g5s Plus",Y,38503,-0.3871842864678043
B079WVYQP6,MTT Marvel Black Panther Officially Licensed Tough Armor Back Case Cover for Honor View 10 (D211),MTT Express,MTT,8.39,0,49.9,3.4,fulfilled_by_amazon,"MTT Marvel Black Panther Officially Licensed Tough Armor Back Case Cover for Honor View 10 (D211),MTT",Y,564197,-0.08347438251898846
B07YHVM4QS,AE Mobile Accessories Luxurious Colourful Toughened Glass Back Case with Shockproof TPU Scratch-Resistant & Soft Siicone Rubber Bumper Back Case Cover for Realme 5 Pro (Blue-Pink),Ashirwad Enterprises [ AE & MobiLooks & CarrKen ]®,AE MOBILE ACCESSORIES,4.79,60,59.0,5.0,fulfilled_by_amazon,"AE Mobile Accessories Luxurious Colourful Toughened Glass Back Case with Shockproof TPU Scratch-Resistant & Soft Siicone Rubber Bumper Back Case Cover for Realme 5 Pro (Blue-Pink),AE MOBILE ACCESSORIES,AE MARBEL GB RM5PRO",Y,440155,-0.31125681048060033
B07QC7T7NZ,Humor Gang Cute Little Hearts - Pink Printed Design TPU Slim Soft Transparent Clear Flexible Silicon Mobile Back Cover for Samsung Galaxy J7 Max,Humor Gang,Humor Gang,2.63,78,99.8,5.0,fulfilled_by_amazon,"Humor Gang Cute Little Hearts - Pink Printed Design TPU Slim Soft Transparent Clear Flexible Silicon Mobile Back Cover for Samsung Galaxy J7 Max,Humor Gang,BA-866-111-samsung-galaxy-j7-max",Y,1097417,-0.4479262672575674
B01E18587G,Johra Electroplated Gold Edge Clear Soft Transparent Back Case Cover for Apple iPhone 6 Plus,Johra Accessories,Johra,3.23,0,4.54,5.0,fulfilled_by_amazon,"Johra Electroplated Gold Edge Clear Soft Transparent Back Case Cover for Apple iPhone 6 Plus,Johra,TU-4209-Transparent",Y,741385,-0.4099625292639654
B07JK1PNX2,TheGiftKart Luxurious Toughened Glass Back Case with Shockproof TPU Bumper Back Case Cover for Samsung Galaxy J6 Plus (White),TheGiftKart,TheGiftKart,3.59,73,18.1,3.8,fulfilled_by_merchant,"TheGiftKart Luxurious Toughened Glass Back Case with Shockproof TPU Bumper Back Case Cover for Samsung Galaxy J6 Plus (White),TheGiftKart,Samsung Galaxy J6 Plus",N,467496,-0.3871842864678043
B07RXJH8LG,TheGiftKart Shockproof Texture Finish Anti-Slip Flexible Soft Back Cover Case for Realme 3 / 3i (Blue),TheGiftKart,TheGiftKart,1.79,75,18.1,3.9,fulfilled_by_merchant,"TheGiftKart Shockproof Texture Finish Anti-Slip Flexible Soft Back Cover Case for Realme 3 / 3i (Blue),TheGiftKart,Realme 3 / 3i",N,377675,-0.5010755004486102
B07QBJNBBX,"MOB-AC Mirror Finish Soft TPU Back Case Mobile Cover Compatible with Vivo V11 Pro,(White)",Appario Retail Private Ltd,MOB-AC,4.79,50,31.8,5.0,fulfilled_by_amazon,"MOB-AC Mirror Finish Soft TPU Back Case Mobile Cover Compatible with Vivo V11 Pro,(White),MOB-AC,Mirror Finish Back Case Vivo V11 Pro",Y,1568872,-0.31125681048060033
B07LCFXVJM,Fashionury Realme U1 Back Case/Realme U1 Back Cover Printed/Realme U1 Designer Printed Soft Back Case - P130,Fashionury,Fashionury,1.79,70,150.0,4.0,fulfilled_by_amazon,"Fashionury Realme U1 Back Case/Realme U1 Back Cover Printed/Realme U1 Designer Printed Soft Back Case - P130,Fashionury,FS-REL-RU1-P130",Y,65369,-0.5010755004486102
B06ZZDPNXN,"ESR iPad 2/3/4 Case, Urban Series Folio Case, Book Cover Design, Multi-Angle Viewing Stand, Smart Cover Auto Sleep/Wake Function for Apple iPad 2/ iPad 3/ iPad 4(Knight Blue)",Illusdesign India_ESR Authorized,esr,17.99,4,31.8,4.7,fulfilled_by_amazon,"ESR iPad 2/3/4 Case, Urban Series Folio Case, Book Cover Design, Multi-Angle Viewing Stand, Smart Cover Auto Sleep/Wake Function for Apple iPad 2/ iPad 3/ iPad 4(Knight Blue),Dongfang Silu (Shenzhen) Technology Co., Ltd,B06ZZDPNXN",Y,664430,0.523945425378643
B07VG719X1,"BestTalk Series Back Case Cover for Redmi Note 7, Redmi Note 7 Pro | Carbon Fiber AutoFocus Flexible Shockproof TPU | Rugged Armor Metallic Brush Texture (CarbonX, Brown)",BestTalk™ E-Store,BestTalk,1.79,85,99.8,3.8,fulfilled_by_amazon,"BestTalk Series Back Case Cover for Redmi Note 7, Redmi Note 7 Pro | Carbon Fiber AutoFocus Flexible Shockproof TPU | Rugged Armor Metallic Brush Texture (CarbonX, Brown),BESTTALK INTERNATIONAL",Y,150255,-0.5010755004486102
B079TFGSJF,Nik case Silicone Case Back Cover for iPhone X (10) (Yellow),RANA ENTERPRISESS,Nik case,8.39,56,49.9,3.8,fulfilled_by_amazon,"Nik case Silicone Case Back Cover for iPhone X (10) (Yellow),NIKCASE,IPhone X OG 70 Silicon",Y,269532,-0.08347438251898846
B07XRCRDRV,ZAPCASE Heart Design Soft Silicon Designer Printed Mi Redmi 4A Back Cover,S.K Retail,Zapcase,1.79,83,118.0,5.0,fulfilled_by_amazon,"ZAPCASE Heart Design Soft Silicon Designer Printed Mi Redmi 4A Back Cover,Zapcase,ZAPR4ATPU7348",Y,134604,-0.5010755004486102
B07H44LLPN,Explocart Protective 3in1 Back Cover for Honor 9N - (Black),Explocart,Explocart,2.28,85,36.3,5.0,fulfilled_by_merchant,"Explocart Protective 3in1 Back Cover for Honor 9N - (Black),NA",N,853937,-0.4700717810871686
B01L8VLPFS,ACM USBCK7PK1136 Flip Cover with Keyboard and OTG Cable for Samsung Galaxy J Max (Pink),ACCESSORIESMASTERS,ACM,7.31,38,27.2,3.5,fulfilled_by_merchant,"ACM USBCK7PK1136 Flip Cover with Keyboard and OTG Cable for Samsung Galaxy J Max (Pink),ACM,USBCK7PK1136",Y,181078,-0.15180911090747207
B07QGF562Z,Humor Gang Peacock Dancing Printed Design TPU Slim Soft Transparent Clear Flexible Silicon Mobile Back Cover for Huawei Honor 8X,Humor Gang,Humor Gang,2.63,78,99.8,4.0,fulfilled_by_amazon,"Humor Gang Peacock Dancing Printed Design TPU Slim Soft Transparent Clear Flexible Silicon Mobile Back Cover for Huawei Honor 8X,Humor Gang,BA-1483-324-huawei-honor-8x",Y,1039421,-0.4479262672575674
B07GCN9PHG,EQORT™ Oppo A37 Flexible Silicone Rubber TPU Cover Ultra Slim Shockproof Soft Bumper Back Case Cover for Oppo A37 - (Black),Eqort,Eqort,2.99,50,209.0,4.3,fulfilled_by_merchant,"EQORT™ Oppo A37 Flexible Silicone Rubber TPU Cover Ultra Slim Shockproof Soft Bumper Back Case Cover for Oppo A37 - (Black),EQORT,Oppo A37",Y,153351,-0.4251480244614062
B078X9N7JD,PICWIK® Designer Printed Back Cover/Hard Case for Nokia 2 (Flower Design/Nature's) - Multicolor,Trend Mate,PICWIK,3.35,72,18.1,4.0,fulfilled_by_amazon,"PICWIK® Designer Printed Back Cover/Hard Case for Nokia 2 (Flower Design/Nature's) - Multicolor,PICWIK,Nokia 2",Y,1247998,-0.40236978166524506
B07RNQZXMF,Gismo Vivo V15 / Vivo 1819 Back Case Cover/Printed Designer Soft Back Cover for Vivo V15 (Vivo 1819),A2Z Corp (India),GISMO,3.47,68,27.2,5.0,fulfilled_by_merchant,"Gismo Vivo V15 / Vivo 1819 Back Case Cover/Printed Designer Soft Back Cover for Vivo V15 (Vivo 1819),Gismo,SFT_VV_V15-842",Y,1613786,-0.3947770340665246
B07MNR9N55,"Bluetooth Headphones, HBUDS H1 Bluetooth 4.1 Wireless Sport Earphones, Waterproof IPX7 Richer Bass HiFi Stereo in-Ear Earbuds w/Mic, 8-9 Hrs Playback Noise Cancelling Headsets (Purple)",Cart2India Online,HBUDS,41.15,20,113.0,5.0,fulfilled_by_merchant,"Bluetooth Headphones, HBUDS H1 Bluetooth 4.1 Wireless Sport Earphones, Waterproof IPX7 Richer Bass HiFi Stereo in-Ear Earbuds w/Mic, 8-9 Hrs Playback Noise Cancelling Headsets (Purple),HBUDS,HBUDS_H1",N,422482,1.989345711931679
B00Y40QUIS,title,Cart2India SLP,SUPCASE,33.47,40,86.2,5.0,fulfilled_by_merchant,"title,SUP-iPhone6Plus-Ares-Case",N,1995655,1.503409865613574
B00MZCEJO4,Shure SRH145m+ Portable Collapsible Headphones with Remote and Microphone,Panoply Digital,Shure,55.62,17,163.0,2.4,fulfilled_by_merchant,"Shure SRH145m+ Portable Collapsible Headphones with Remote and Microphone,Shure Incorporated,SRH145m+",N,3976,2.9049045265440467
B07XLXRL7G,BuyFeb® Printed Tecno Spark Go Mobile Soft Back Cover Case Compatible for Tecno Spark Go,BuyFeb com,BuyFeb,1.79,85,31.8,5.0,fulfilled_by_merchant,"BuyFeb® Printed Tecno Spark Go Mobile Soft Back Cover Case Compatible for Tecno Spark Go,BuyFeb,Tecno Spark Go",Y,1625061,-0.5010755004486102
B07YGWWLVL,"Thalaiva Vintage Flip Cover Leather Case, Inner TPU, Stand, Card Holder Wallet Case for Motorola Moto One Vision - Nut Brown",Thalaiva,Thalaiva,3.35,72,249.0,5.0,fulfilled_by_merchant,"Thalaiva Vintage Flip Cover Leather Case, Inner TPU, Stand, Card Holder Wallet Case for Motorola Moto One Vision - Nut Brown,Thalaiva,Motorola Moto One Vision",Y,426915,-0.40236978166524506
B07YXWVS8S,Fashionury Photoshoot Designer Case for Mi Redmi 8A Back Cover for Redmi 8A Printed Back Cover,Fashionury,Fashionury,1.79,70,150.0,4.0,fulfilled_by_amazon,"Fashionury Photoshoot Designer Case for Mi Redmi 8A Back Cover for Redmi 8A Printed Back Cover,Fashionury",Y,176787,-0.5010755004486102
B07WR49ZGF,"ESR Case for iPad 10.2 2019 (7th Generation) Case with Pencil Holder, Soft Flexible Trifold Smart Case with Pencil Slot Rebound Pencil Series Case Designed Just for iPad 7th Generation 2019, Black",Illusdesign India_ESR Authorized,ESR,12.08,35,132.0,4.4,fulfilled_by_amazon,"ESR Case for iPad 10.2 2019 (7th Generation) Case with Pencil Holder, Soft Flexible Trifold Smart Case with Pencil Slot Rebound Pencil Series Case Designed Just for iPad 7th Generation 2019, Black,Electronic Silk Road Corp,ipad7_bc_black",Y,51266,0.1500026061416636
B07ZHCZQCK,"Knotyy Faux Leather Flip Cover with Foldable Stand & Cards Slots (VIVO Y17, Brown)",Knotyy®️,Knotyy,3.11,78,90.7,3.7,fulfilled_by_amazon,"Knotyy Faux Leather Flip Cover with Foldable Stand & Cards Slots (VIVO Y17, Brown),DPG Marketing Pvt Ltd,P-FC-AllMODEL-01",Y,621287,-0.4175552768626859
B07W9DKQYR,Racing Fever Light Slim Deer Head Pattern Non-Slip Shockproof Soft TPU Bumper Hard PC and Fabric Back Hybrid Protection Back Case Cover for Realme X/Oppo K3 - Deer Grey,Apni Dukan - Bachat Bazaar,RACING FEVER-RACE OF LIFE,3.9,73,59.0,3.5,fulfilled_by_merchant,"Racing Fever Light Slim Deer Head Pattern Non-Slip Shockproof Soft TPU Bumper Hard PC and Fabric Back Hybrid Protection Back Case Cover for Realme X/Oppo K3 - Deer Grey,RACING FEVER-RACE OF LIFE,Oppo K3 / RealMe X",Y,243669,-0.3675696885044432
B00HF6FYCG,Hoya 52mm Slim PL-CIR Filter for Camera and Lens,Express Deal.,ElectricalCentre,31.2,84,4.54,5.0,fulfilled_by_amazon,"Hoya 52mm Slim PL-CIR Filter for Camera and Lens,ElectricalCentre,Y1POLCSN52",Y,784100,1.3597803902044463
B01E8WK90Q,Heartly Premium Vintage Leather Ultra Thin Super Slim Sleeve Pouch Case Cover For Apple Macbook Air Pro Retina 12 13.3 Inch With Magnetic Closing - Rugged Black,Ruh International,Heartly,10.79,70,200.0,4.0,fulfilled_by_amazon,"Heartly Premium Vintage Leather Ultra Thin Super Slim Sleeve Pouch Case Cover For Apple Macbook Air Pro Retina 12 13.3 Inch With Magnetic Closing - Rugged Black,Heartly,For Macbook 12 - 13.3 inch",Y,22662,0.06838056945541933
B07MGYCDBR,Qlez Plastic Wallet Case for Samsung Galaxy J2 - Brown,Krishna Commu,Qlez,1.79,85,322.0,2.5,fulfilled_by_merchant,"Qlez Plastic Wallet Case for Samsung Galaxy J2 - Brown,Qlez,J218MF Blue_4",N,299627,-0.5010755004486102
B07QHBWNYW,Humor Gang Funny Abstract Paint Typo Art Printed Design TPU Slim Soft Transparent Clear Flexible Silicon Mobile Back Cover for Samsung Galaxy S9 Plus,Humor Gang,Humor Gang,2.63,78,99.8,4.5,fulfilled_by_amazon,"Humor Gang Funny Abstract Paint Typo Art Printed Design TPU Slim Soft Transparent Clear Flexible Silicon Mobile Back Cover for Samsung Galaxy S9 Plus,Humor Gang,BA-5042-119-samsung-galaxy-s9-plus",Y,1117485,-0.4479262672575674
